,链接,名字,放送类型,评分,中文名,导演,总导演,副导演,放送时间,系列构成,制作公司,脚本,分镜,演出,作画监督,原画,制片人,总集数,评分人数,看过,搁置,弃坑
34,/subject/321,機動警察パトレイバー 2 the Movie,剧场版,8.6,机动警察 和平保卫战,押井守,,,1993-08-07,,Production I.G,伊藤和典,押井守,西久保瑞穂,黄瀬和哉,"大川弘義,江村豊秋,安藤真裕,高橋しんや,荒川眞嗣,岸田隆宏,村木靖,高岡希一,高橋ナオヒト,沖浦啓之,竹内敦志,水村良男,星和伸,川名久美子,石井明治,菅沼栄治,小森高博,児山昌弘,仲盛文,藤田しげる,羽原信義,戸部敦夫,井口忠一,橋本浩一,高見明男",石川光久,1,632,835,32,15
35,/subject/146457,Rick and Morty Season 3,TV,8.6,瑞克和莫蒂 第三季,Justin Roiland,,,2019-02-09,,,"Mike McMahan,Ryan Ridley,Tom Kauffman,Dan Guterman,Justin Roiland,Dan Harmon",,"Juan Meza-León,Dominic Polcino",,,,10,530,655,22,10
36,/subject/10291,GHOST IN THE SHELL / 攻殻機動隊2.0,剧场版,8.5,攻壳机动队2.0,押井守,,,2008-07-12,,Production I.G,"伊藤和典,士郎正宗",押井守,西久保瑞穂,"沖浦啓之,黄瀬和哉",,石井朋彦,1,1443,2037,68,14
37,/subject/141530,Rick and Morty Season 2,TV,8.5,瑞克和莫蒂 第二季,"Justin Roiland,Dan Harmon",,,2019-02-09,,,"Justin Roiland,Dan Harmon,Ryan Ridley,Mike McMahan,Tom Kauffman,Dan Guterman",,"Dominic Polcino,Juan Meza-León",,,,10,644,815,19,20
38,/subject/173849,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,TV,8.5,排球少年 乌野高校 VS 白鸟泽学园高校,満仲勧,,石川真理子,2016-10-07,岸本卓,Production I.G,"満仲勧,岸本卓","佐藤卓哉,日高政光,満仲勧,鎌田祐輔,渡邉徹明,佐藤雅子,吉田泰三,笹木信作","鎌田祐輔,渡邉徹明,奥野治男,いとがしんたろー,森大貴,佐藤雅子,江副仁美","下妻日紗子,高橋英樹,名倉智史,本田真之,甲斐泰之,八尋裕子,福原麻衣,折井一雅,片桐貴悠,奥野治男,植田実","渡邉祐記,片桐貴悠,永島明子,太田衣美,小西紗希,もろゆき沙羅,梁博雅,満仲勧,小林祐,本田真之,末冨慎治,中熊太一,千葉崇洋,下妻日紗子,斉藤健吾,竹中真吾,名倉智史,折井一雅,甲斐泰之,高橋英樹","斎藤朋之,前田俊博,松下慶子",10,1550,1947,51,33
39,/subject/4019,四畳半神話大系,TV,8.4,四叠半神话大系,湯浅政明,,,2010-04-22,上田誠,MADHOUSE,"上田誠,宮沢康紀,湯浅政明","夏目真悟,湯浅政明,三原三千夫,牧原亮太郎,横山彰利,EunYoung Choi,清水洋,浜崎博嗣,宮沢康紀","湯浅政明,夏目真悟,牧原亮太郎,EunYoung Choi,横山彰利,三原三千夫,藤瀬順一,高橋知也,宮沢康紀","伊東伸高,三原三千夫,石浜真史,西垣庄子,浅野直之,牧原亮太郎","光田史亮,道解慎太郎,長坂慶太,瀬川真矢,諸貫哲朗,小川完,小松勇輝,名倉智史,前田義宏,柴田勝紀,武藤信宏,宮本佐和子,佐藤利幸,仁保知行,奥田陽介,岡野慎吾,小倉陳利,山口賢一,松竹徳幸,清水奈津子,亀田祥倫,一居一平,濱田高行,杉江敏治,村谷貴志,丸加奈子,横山彰利,向田隆,清水洋,三原三千夫,可児里未,井畑翔太,秦洋美,松本憲生,牧原亮太郎,山下清悟,細居美恵子,田中宏紀,EunYoung Choi,春藤佳奈,岩崎将大,若林信,狩野正志,中島千明,西垣庄子,宮沢康紀,小田剛生,浅野直之,藤井慎吾,伊東伸高,石浜真史,藤沢研一,夏目真悟",,11,4129,4843,431,128
40,/subject/72266,ガールズ&パンツァー 劇場版,剧场版,8.4,少女与战车 剧场版,水島努,,,2015-11-21,,アクタス,吉田玲子,"水島努,小林敦","水島努,小林敦,藤井辰己","杉本功,伊藤岳史,藤本さとる,実原登,普津澤時ヱ門,山口飛鳥","吉田亘良,伊藤岳史,杉本功,松尾慎,小澤和則,橋本敬史,酒井智史,阿部宗孝,鈴木勘太,橘正紀,谷口淳一郎,林隆祥",,1,2762,3467,56,27
41,/subject/841,パプリカ,剧场版,8.4,盗梦侦探,今敏,,,2006-11-25,,MADHOUSE,"今敏,水上清資",,,安藤雅司,"橋本晋治,戸倉紀元,宮沢康紀,沖浦啓之,森川聡子,鈴木美千代,川口隆,板津匡覧,川名久美子,安藤雅司,井上俊之,三原三千夫,濱洲英喜,江口寿志,井上鋭,小西賢一",滝山雅夫,1,3464,4491,54,7
42,/subject/37460,ドラえもん,TV,8.5,哆啦A梦 大山版,,,,1979-04-02,,シンエイ動画,"矢島大輔,神戸一彦,川崎良,岸間信明,田村安彦,加藤公平,川辺美奈子,富永淳一,楠部工","望月敬一郎,宍倉敏,御厨恭輔,安藤敏彦,一川孝久,原恵一,渡辺歩,森脇真琴","山口秀憲,森脇真琴,望月敬一郎,渡辺歩,西牧秀夫,原恵一,安藤敏彦","中村英一,渡辺歩","なかじまちゅうじ,中村英一,湯浅政明,藤井まき",,1787,528,758,59,28
43,/subject/216371,リズと青い鳥,剧场版,8.4,莉兹与青鸟,山田尚子,,,2018-04-21,,京都アニメーション,吉田玲子,山田尚子,"山田尚子,澤真平,小川太一,武本康弘,石原立也","池田和美,門脇未来,角田有希,丸木宣明,丸子達就,西屋太志,岡村公平,植野千世子,明見裕子,高橋博行","佐藤達也,木上益治,北之原孝將,西屋太志,高橋博行,山村卓也,佐藤知美,明見裕子,秋竹斉一,高橋真梨子,植野千世子,丸木宣明,岡村公平,引山佳代,瀬崎利恵,浦田芳憲,角田有希,羽根邦広,澤真平",,1,2189,2535,26,18
44,/subject/51,CLANNAD -クラナド-,TV,8.4,CLANNAD,石原立也,,,2007-10-04,志茂文彦,京都アニメーション,志茂文彦,"石原立也,荒谷朋恵,坂本一也,北之原孝將,石立太一,米田光良,木上益治,武本康弘,山田尚子,高雄統子","石原立也,北之原孝將,荒谷朋恵,武本康弘,米田光良,木上益治,石立太一,山田尚子,高雄統子","秋竹斉一,坂本一也,高橋博行,植野千世子,西屋太志,堀口悠紀子,池田晶子,池田和美,高橋真梨子","石立太一,鴨居知世,池田晶子,内藤直,木上益治",中山佳久,23,8651,11012,388,147
45,/subject/9717,魔法少女まどか☆マギカ,TV,8.4,魔法少女小圆,新房昭之,,,2011-01-06,虚淵玄,SHAFT,虚淵玄,"小俣真一,伊藤智彦,板村智幸,新房昭之,西田正義,龍輪直征,芦野芳晴,岩崎安利,笹木信作","八瀬祐樹,渡邉こと乃,向井雅浩,小俣真一,宮本幸裕,川畑喬,板村智幸,間島崇寛,浅利藤彰,城所聖明","江畑諒真,潮月一也,岩崎安利,谷口淳一郎,宮前真一,伊藤良明,牧孝雄,松本元気,半澤淳,松本朋之,片山みゆき,小林亮,小菅和久,神谷智大,実原登,鳥山冬美,福永純一","梅津泰臣,齊田博之,滝山真哲,牧孝雄,寺尾洋之,潮月一也,飯島弘也,近岡直,鈴木博文,戸田麻衣,沓名健一,田中宏紀,向田隆,大久保宏,鈴木信吾,阿部厳一朗,阿部望,白石亜由美,石原恵治,りょーちも,今村亮,神谷智大,中井準,永作友克,下司祐也,松本元気,高橋裕一,伊藤祐毅,栗田新一,伊藤良明,内田孝行,佐藤利幸,北川隆之,三木達也,伊藤岳史,岸田隆宏","丸山博雄,岩上敦宏",12,12009,14739,339,157
46,/subject/9622,機動戦士Ζガンダム,TV,8.4,机动战士Z高达,富野由悠季,,,1985-03-02,,サンライズ,"遠藤明範,丸尾みほ,鈴木裕美子,平野靖士,大野木寛,川崎知子,富野由悠季","関田修,本橋鷹王,井内秀治,富野由悠季,アミノテツロー,佐藤順一,杉島邦久,今川泰宏,川瀬敏文,滝沢敏文,渡部英雄,横山広行,森一浩,知吹愛弓","川瀬敏文,本橋鷹王,杉島邦久,関田修,今川泰宏,横山広行","恩田尚之,寺東克己,敷島博英,北爪宏幸,金山明博,大森英敏,瀬尾康博,小林利充","佐野浩敏,高橋久美子,羽原信義,もといぎひろあき,麻宮騎亜,寺東克己",,50,1257,1513,150,54
47,/subject/1015,機動戦士ガンダム0080 ポケットの中の戦争,OVA,8.4,机动战士高达0080 口袋里的战争,高山文彦,,,2019-02-09,,サンライズ,山賀博之,"佐藤順一,高山文彦,高松信司","横山広行,高山文彦,高松信司","富沢和雄,岩瀧智,窪岡俊之,小林利充,齊藤格,川元利浩","本田雄,南伸一郎,重田智,窪岡俊之,佐野浩敏,千明孝一,重田敦司,大河原晴男,川元利浩,菅沼栄治,磯光雄,木場田実,上野ケン,小原秀一,小林利充,稲野義信",,6,1529,1910,73,39
48,/subject/310,もののけ姫,剧场版,8.4,幽灵公主,宮崎駿,,伊藤裕之,1997-07-12,,スタジオジブリ,宮崎駿,,,"安藤雅司,高坂希太郎,近藤喜文","松瀬勝,稲村武志,桑名郁朗,河口俊夫,遠藤正明,笹木信作,大塚伸治,山森英司,田中敦子,賀川愛,小西賢一,吉田健一,清水洋,金田伊功,二木真希子,山田憲一,近藤勝也,芳尾英明,箕輪博子,粟田務,三原三千夫",鈴木敏夫,1,3776,5143,56,12
49,/subject/1773,DEATH NOTE,TV,8.4,死亡笔记,荒木哲郎,,伊藤智彦,2006-10-04,井上敏樹,MADHOUSE,"米村正二,小林靖子,伊藤智彦,井上敏樹","高橋亨,大原実,佐藤雄三,米田光宏,佐山聖子,別所誠人,中村亮介,伊藤智彦,福田道生,荒木哲郎,山本沙代,笹木信作,サトウシンジ,平田敏夫,安濃高志,高岡淳一","伊藤智彦,土屋浩幸,別所誠人,青柳宏宜,西瑛子,羽生尚靖,平尾隆之,岡崎幸男,長村伸治,山内東生雄,伊藤秀樹,はしもとなおと,おゆなむ,斉藤哲人,下田久人,恒松圭,増原光幸,中村亮介,荒木哲郎,米田光宏","西城隆詞,青野厚司,高岡淳一,浜津武広,小林明美,高橋タクロヲ,青木真理子,丸藤広貴,木下ゆうき,宮前真一,北尾勝,小森秀人,横田守,秦野好紹,金東俊,Jang Kil yong,Kim Dong seek,西位輝実,加々美高浩,Shin Jae lck,日向正樹,伊藤秀樹,村山公輔,井上英紀,横田晋一","中村章子,濱洲英喜,加々美高浩,和田高明,高橋和徳,阿部望,鈴木典光,石野聡,今井一暁,箕輪豊,神谷智大,馬場充子",,37,6711,8372,531,146
50,/subject/176615,昭和元禄落語心中 -助六再び篇-,TV,8.4,昭和元禄落语心中 -助六再临篇-,小俣真一,,,2017-01-06,熊谷純,スタジオディーン,"熊谷純,待田堂子,柿原優子,中西やすひろ","わたなべひろし,中村近世,木村延景,小俣真一,福島宏之","阿部雅司,わたなべひろし,安部祐二郎,安藤貴史,小俣真一,清水一伸,久保太郎,木村延景,久保山英一,ボブ白旗","清水勝祐,中島美子,ウクレレ善似郎,吉田徹,是本晶,大河原晴男,森本浩文,小畑賢,飯田遥,伊藤智子,伊藤浩,木村友美,中山由美,酒井啓史,都築裕佳子,宮田瑠美,本多みゆき","福島陽子,林隆祥,はっとりますみ,佐々木真哉,是本晶,阿部弘樹,片岡康治,なかじまちゅうじ,わたなべひろし,伊藤浩,竹本佳子,山中祥平,高井浩一,松竹徳幸,細田沙織,大藪恭平,関崎高明,飯飼一幸,八木元喜,伊藤幸,星野玲香,飯村真一,宮田瑠美,牛ノ濱由惟,久保充照,青木康哲,ほしかわたかふみ,酒井啓史,稲田正輝,松下純子,杉田柊,小磯沙矢香,室山祥子,桂木杏,横松雄馬,山崎愛",浦崎宣光,12,907,1093,94,47
51,/subject/113292,ジョジョの奇妙な冒険 スターダストクルセイダース エジプト編,TV,8.4,JOJO的奇妙冒险 星尘斗士 埃及篇,津田尚克,,,2015-01-09,小林靖子,david production,"ヤスカワショウゴ,小林靖子,猪爪慎一,ふでやすかずゆき,鈴木健一","西田正義,玉村仁,加藤敏幸,ソエジマヤスフミ,吉田泰三,川面真也,津田尚克,町谷俊輔,江副仁美,鈴木健一,藤本ジ朗","加藤敏幸,高村雄太,吉川志我津,守泰祐,江副仁美,ソエジマヤスフミ,藤田健太郎,町谷俊輔,藤本ジ朗,鈴木健一","小谷杏子,阿部恒,中村深雪,関崎高明,宝谷幸稔,常盤健太郎,Jang Min-ho,南伸一郎,中屋了,芦谷耕平,小美野雅彦,林隆祥","平林孝,加藤照代,都竹隆治,徳倉栄一,佐藤利幸,鈴木勘太,小美野雅彦,渋谷一彦,光田史亮,渡部穏寛,遠藤麻未,田中美穂,野道佳代,岡村正弘,加藤真人,小谷杏子,青井清年,鈴木理彩,津熊健徳,常盤健太郎,中澤勇一,町田真一,宝谷幸稔,柳瀬譲二,Ko Seong Woon,河田泉,馬場竜一,竹内一将,佐藤勝行,矢崎優子,関崎高明,丸加奈子,増田信博,才木康寛,岩崎安利,竹本佳子,杉江敏治,桑原寿弥,中村基,片岡康治,三谷高史,森幸子,高阪雅基,芦谷耕平,千島知明,野崎麗子",,24,2770,3544,107,29
52,/subject/41568,ちはやふる2,TV,8.4,歌牌情缘2,浅香守生,,,2013-01-11,"柿原優子,加藤綾子",MADHOUSE,"柿原優子,森山あけみ,加藤綾子,川嶋澄乃,石野敦夫","村岡朋美,細川秀樹,伊藤尚往,渡邉こと乃,川尻善昭,青山弘,宍戸淳,芦野芳晴,浅香守生","村岡朋美,久保山英一,朝木幸彦,所俊克,高田昌宏,宍戸淳,渡邉こと乃,南川達馬,小野田雄亮,佐土原武之,細川秀樹,野上和男,友田政晴,鈴木拓磨,江副仁美","鈴木彩子,津幡佳明,村松尚雄,岡田正和,黄美貞,大島美和,須永正博,室山祥子,金賢玉,金鐘憲,竹本佳子,ANIHOUSE SUN,尹淨慧,長田絵里,大舘康二,髙澤美佳,清水勝祐,今村大樹,熊田明子,雪村愛,宮前真一,片山みゆき,金錦樹,鎌田祐輔,服部一郎,ふくだのりゆき,佐藤友子,松坂定俊,しまだひであき,日向正樹,阿部純子,後藤麻梨子,山崎愛,楠木智子,大里咲憂梨,西尾智恵,相澤秀亮,任道延,香田知樹,許在惠,日下岳史,永吉隆志,韓正履,權容祥,阿部千秋,崔榮橲,照映來","今村大樹,梁博雅,雨宮英雄,青木康哲,なかじまちゅうじ,村上泉",,25,2393,2754,184,77
53,/subject/1333,空の境界 第五章 矛盾螺旋,剧场版,8.4,空之境界 第五章 矛盾螺旋,平尾隆之,,,2008-08-16,,ufotable,平松正樹,"平尾隆之,竹内哲也",,"高橋タクロヲ,須藤友徳","国弘昌之,木村豪,小船井充,安田慎介,小田嶋瞳,三浦貴博,竹内哲也","岩上敦宏,針生雅行,近藤光",1,5065,6967,81,16
54,/subject/320,攻殻機動隊 STAND ALONE COMPLEX Solid State Society,OVA,8.4,攻壳机动队 S.A.C. Solid State Society,神山健治,,,2019-02-09,,Production I.G,"櫻井圭記,神山健治,菅正太郎","神山健治,吉原正行","河野利幸,吉原正行,橘正紀","玄馬宣彦,関口可奈味","小松英司,平松禎史,遠藤正明,髙田晃,浅野恭司,千葉崇洋,藪野浩二,小倉陳利,黄瀬和哉,中村悟,堀内博之",,1,1497,2056,77,12
55,/subject/1959,MONSTER,TV,8.4,怪物,小島正幸,,中村亮介,2004-04-06,浦畑達彦,MADHOUSE,"ふでやすかずゆき,砂山蔵澄,渡辺和夫,斎藤友紀,博多正寿,浦畑達彦,吉野智美,阿部奈美子,中村龍,西川真剛,林政宏,中村亮介","西村聡,佐藤雄三,小島正幸,高橋敦史,青山弘,小林智樹,片渕須直,浅香守生,中村亮介,青山浩行,島崎奈々子,中村賢太郎,斎藤友紀,長崎健司,森田宏幸,高橋亨,宮本幸裕,そえたかずひろ,秋津南,いしづかあつこ,森田浩光,新留俊哉,鶴岡耕次郎,サトウシンジ,伊藤智彦,渡邊哲哉,平塚住雄,坂田純一,善聡一郎,兼森義則,井上茜","寺本幸代,中村亮介,池田重隆,長崎健司,井上茜,青山弘,渡邊哲哉,大野和寿,宮本幸裕,若林漢二,島崎奈々子,鶴岡耕次郎,中村賢太郎,伊藤智彦,小島正幸,高橋亨,小林智樹,浅香守生,高橋敦史,佐藤雄三,秋津南","津幡佳明,山本善哉,山縣亜紀,君塚勝教,宮脇千鶴,高岡淳一,兼森義則,南伸一郎,赤堀重雄,藤田しげる,本田保則,井上鋭,阿部卓司,丸加奈子,桜井正明,ふくだのりゆき,嶋津郁雄,青山浩行,垪和等,尾崎和孝,村田睦明,濱田邦彦,清水洋,山沢実,金東俊","野田卓雄,遠藤正明,林明美,米林宏昌,阿部望,森山洋,古佐小吉重,若林漢二,中森良治,高橋しんや,岡真里子,新川信正,今井一暁,山田憲一,森田宏幸,阿部卓司,青山浩行",丸山正雄,74,1543,1707,358,67
56,/subject/93739,ピンポン THE ANIMATION,TV,8.3,乒乓,湯浅政明,,EunYoung Choi,2014-04-10,湯浅政明,タツノコプロ,湯浅政明,湯浅政明,"伊藤秀樹,荒川眞嗣,許平康,EunYoung Choi,宇都宮正記,上野史博,久保田雄大,伊藤良太,湯浅政明","浅野直之,石丸賢一,奥田佳子,柴田健児,伊東伸高,伊藤秀樹,阿部弘樹,服部憲知,西垣庄子","石丸賢一,川野達朗,奥田佳子,丸加奈子,加来哲郎,村上泉,宮沢康紀,小林麻衣子,清水奈津子,西垣庄子,阿部弘樹,濱崎徹,松山正彦,中野悟史,崎山北斗,伍柏諭,榎戸駿,秦洋美,仁保知行,伊東伸高,黒岩園加,樋口聡美,坂詰嵩仁,田名網梢,Bahi JD,香田知樹,西井涼輔,北島信幸,川妻智美,橋本晋治,本田辰雄,渡邊政治,小川完,藤崎真吾,山下清悟,飯田宏義,大平晋也,向田隆,伊藤秀樹,鈴木亜矢",,11,3897,4445,396,169
57,/subject/1453,少女革命ウテナ,TV,8.4,少女革命,幾原邦彦,,"金子伸吾,高橋亨",1997-04-02,榎戸洋司,J.C.STAFF,"榎戸洋司,上村一宏,五十嵐卓哉,月村了衛,山口亮太","ほしかわたかふみ,西村聡,垂永士,細田守,錦織博,松本淳,五十嵐卓哉,佐藤順一,高橋亨,竹之内和久,幾原邦彦,金子伸吾,桜井弘明","桜美かつし,ほしかわたかふみ,西山明樹彦,岡崎幸男,五十嵐卓哉,渡部高志,腰繁男,金子伸吾,高橋亨,岩崎良明,伊達勇登,桜井弘明","武内宣之,門之園恵美,長濵博史,林明美,阿部邦博,中山由美,津幡佳明,長谷川眞也,加藤裕美,宮田奈保美,田中孝弘,門上洋子,阿保孝雄,竹内昭,相澤昌弘,香川久","阿蒜晃士,和田高明,鈴木典光,中井準,濱洲英喜,長濵博史,中村豊,伊東伸高,相澤昌弘,山下明彦,細田守,小倉陳利,福岡英典,高岡淳一,高橋英樹,渡部圭祐,田中孝弘,門上洋子,都留稔幸,神戸洋行,加藤裕美,斉藤英子,伊藤良明,砂田茂樹,伊藤岳史,長谷川眞也,武内宣之,吉成曜,米田光宏,岩倉和憲,阿保孝雄,奥野浩行,入江泰浩,大木良一,伊藤嘉之,林明美,後藤圭二,鶴巻和哉,宮地聡子,桝田浩史,桜美かつし,加藤はつえ",,39,1530,1747,295,81
